iter	Passed	Remaining
188	4852	20823
189	4876	20789
190	4906	20781
191	4941	20795
192	4967	20770
193	4992	20740
194	5015	20705
195	5039	20673
196	5063	20638
197	5086	20603
198	5112	20579
199	5143	20575
200	5168	20547
201	5192	20512
202	5215	20476
203	5239	20445
204	5263	20412
205	5287	20378
206	5314	20358
207	5350	20371
208	5375	20345
209	5400	20316
210	5424	20283
211	5447	20249
212	5471	20214
213	5494	20181
214	5520	20155
215	5553	20157
216	5581	20138
217	5604	20103
218	5627	20069
219	5651	20037
220	5674	20002
221	5697	19967
222	5722	19940
223	5752	19927
224	5781	19913
225	5804	19879
226	5828	19847
227	5851	19814
228	5875	19780
229	5898	19746
230	5933	19753
231	5962	19737
232	5994	19731
233	6017	19698
234	6041	19667
235	6064	19633
236	6088	19600
237	6114	19576
238	6144	19566
239	6181	19574
240	6205	19544
241	6229	19511
242	6252	19477
243	6275	19444
244	6299	19411
245	6322	19378
246	6349	19356
247	6388	19372
248	6414	19347
249	6442	19327
250	6465	19294
251	6489	19262
252	6512	19230
253	6536	19198
254	6563	19175
255	6593	19161
256	6622	19144
257	6645	19112
258	6669	19080
259	6692	19047
260	6715	19014
261	6738	18982
262	6768	18967
263	6804	18970
264	6832	18951
265	6856	18920
266	6880	18889
267	6903	18855
268	6927	18825
269	6951	18793
270	7010	18857
271	7040	18844
272	7064	18811
273	7087	18779
274	7110	18746
275	7135	18716
276	7158	18685
277	7184	18658
278	7214	18644
279	7241	18621
280	7264	18588
281	7288	18556
282	7311	18523
283	7334	18491
284	7357	18458
285	7384	18434
286	7411	18413
287	7441	18396
288	7468	18374
289	7492	18342
290	7515	18310
291	7538	18278
292	7561	18245
293	7584	18213
294	7608	18183
295	7644	18181
296	7671	18159
297	7696	18131
298	7720	18100
299	7744	18070
300	7767	18038
301	7791	18007
302	7816	17980
303	7841	17953
304	7873	17940
305	7896	17909
306	7920	17878
307	7943	17847
308	7967	17818
309	7991	17788
310	8025	17779
311	8051	17753
312	8078	17730
313	8101	17699
314	8125	17669
315	8149	17640
316	8173	17610
317	8197	17580
318	8229	17568
319	8257	17546
320	8281	17518
321	8321	17520
322	8346	17493
323	8370	17464
324	8397	17440
325	8423	17415
326	8458	17407
327	8483	17380
328	8506	17349
329	8530	17318
330	8553	17288
331	8578	17259
332	8602	17231
333	8626	17201
334	8656	17184
335	8688	17169
336	8719	17154
337	8742	17123
338	8767	17095
339	8790	17064
340	8813	17032
341	8837	17002
342	8864	16979
343	8899	16971
344	8924	16944
345	8948	16913
346	8972	16885
347	8996	16854
348	9020	16826
349	9044	16796
350	9068	16768
351	9101	16754
352	9125	16725
353	9152	16701
354	9175	16671
355	9199	16641
356	9224	16615
357	9250	16587
358	9278	16567
359	9332	16591
360	9356	16561
361	9380	16531
362	9406	16506
363	9429	16475
364	9452	16445
365	9479	16421
366	9503	16392
367	9529	16365
368	9553	16337
369	9576	16306
370	9600	16276
371	9623	16246
372	9650	16221
373	9675	16194
374	9702	16171
375	9734	16155
376	9762	16133
377	9786	16103
378	9810	16074
379	9833	16044
380	9857	16014
381	9880	15985
382	9912	15969
383	9945	15953
384	9974	15932
385	9998	15903
386	10021	15874
387	10045	15844
388	10068	15814
389	10092	15784
390	10118	15759
391	10143	15732
392	10175	15715
393	10198	15686
394	10221	15656
395	10245	15627
396	10269	15597
397	10292	15567
398	10316	15539
399	10350	15525
400	10378	15502
401	10402	15474
402	10426	15445
403	10450	15417
404	10474	15388
405	10497	15358
406	10520	15328
407	10546	15302
408	10577	15284
409	10605	15261
410	10628	15232
411	10655	15206
412	10678	15177
413	10702	15149
414	10726	15120
415	10767	15116
416	10801	15101
417	10825	15073
418	10849	15043
419	10875	15018
420	10898	14988
421	10922	14960
422	10958	14947
423	10985	14923
424	11015	14903
425	11039	14874
426	11062	14845
427	11089	14819
428	11113	14792
429	11136	14762
430	11161	14734
431	11194	14719
432	11229	14705
433	11260	14685
434	11284	14656
435	11310	14630
436	11333	14601
437	11356	14571
438	11380	14543
439	11410	14523
440	11438	14498
441	11461	14470
442	11485	14440
443	11509	14412
444	11538	14390
445	11562	14361
446	11585	14332
447	11616	14313
448	11642	14286
449	11673	14267
450	11700	14242
451	11723	14213
452	11747	14185
453	11773	14159
454	11797	14130
455	11822	14103
456	11852	14082
457	11878	14057
458	11902	14028
459	11927	14001
460	11952	13974
461	11979	13949
462	12003	13921
463	12035	13903
464	12067	13884
465	12092	13857
466	12116	13829
467	12140	13801
468	12165	13773
469	12189	13745
470	12213	13717
471	12242	13695
472	12276	13678
473	12305	13654
474	12328	13626
475	12353	13598
476	12377	13570
477	12401	13542
478	12425	13514
479	12456	13494
480	12483	13469
481	12515	13449
482	12539	13422
483	12563	13394
484	12588	13367
485	12613	13339
486	12637	13312
487	12674	13297
488	12698	13269
489	12724	13243
490	12747	13214
491	12770	13185
492	12793	13157
493	12817	13128
494	12840	13100
495	12872	13080
496	12905	13061
497	12931	13035
498	12961	13013
499	12984	12984
500	13008	12956
501	13032	12928
502	13055	12900
503	13085	12878
504	13113	12853
505	13137	12825
506	13161	12797
507	13184	12768
508	13207	12740
509	13231	12712
510	13254	12683
511	13285	12662
512	13320	12645
513	13347	12620
514	13371	12592
515	13394	12563
516	13418	12535
517	13441	12507
518	13465	12479
519	13489	12451
520	13514	12424
521	13541	12399
522	13566	12373
523	13591	12346
524	13617	12320
525	13645	12296
526	13671	12270
527	13696	12243
528	13721	12217
529	13749	12192
530	13779	12170
531	13802	12141
532	13827	12115
533	13858	12093
534	13881	12065
535	13906	12038
536	13964	12039
537	13991	12015
538	14015	11987
539	14038	11959
540	14062	11931
541	14086	11903
542	14109	11875
543	14134	11848
544	14166	11827
545	14191	11800
546	14215	11772
547	14239	11744
548	14264	11718
549	14289	11691
550	14313	11663
551	14338	11637
552	14382	11626
553	14411	11602
554	14434	11573
555	14458	11545
556	14481	11517
557	14508	11492
558	14533	11465
559	14571	11449
560	14600	11425
561	14625	11398
562	14649	11370
563	14672	11342
564	14695	11314
565	14718	11286
566	14742	11258
567	14769	11233
568	14794	11206
569	14819	11179
570	14844	11152
571	14869	11126
572	14895	11099
573	14919	11072
574	14944	11045
575	14972	11021
576	14999	10996
577	15028	10972
578	15052	10945
579	15075	10916
580	15099	10889
581	15122	10861
582	15146	10833
583	15170	10806
584	15199	10782
585	15228	10758
586	15257	10734
587	15282	10708
588	15307	10681
589	15332	10655
590	15358	10628
591	15391	10607
592	15425	10587
593	15449	10559
594	15473	10532
595	15499	10506
596	15524	10479
597	15547	10451
598	15571	10424
599	15599	10399
600	15635	10380
601	15661	10354
602	15685	10326
603	15708	10298
604	15731	10270
605	15754	10242
606	15780	10216
607	15810	10193
608	15837	10168
609	15864	10142
610	15890	10117
611	15916	10090
612	15951	10070
613	15977	10044
614	16002	10017
615	16034	9995
616	16070	9975
617	16096	9949
618	16120	9922
619	16143	9894
620	16168	9867
621	16192	9840
622	16217	9814
623	16249	9791
624	16287	9772
625	16311	9744
626	16334	9717
627	16357	9689
628	16380	9661
629	16405	9634
630	16429	9607
631	16465	9587
632	16497	9564
633	16521	9537
634	16545	9510
635	16568	9482
636	16591	9455
637	16618	9429
638	16641	9401
639	16667	9375
640	16695	9350
641	16725	9326
642	16750	9300
643	16776	9273
644	16801	9247
645	16825	9220
646	16849	9192
647	16885	9172
648	16919	9150
649	16945	9124
650	16969	9097
651	16993	9069
652	17016	9042
653	17039	9014
654	17066	8989
655	17096	8965
656	17134	8945
657	17158	8918
658	17181	8890
659	17204	8862
660	17227	8835
661	17251	8808
662	17277	8781
663	17301	8755
664	17334	8732
665	17363	8708
666	17387	8680
667	17410	8653
668	17434	8626
669	17458	8599
670	17481	8571
671	17514	8548
672	17542	8523
673	17579	8502
674	17602	8475
675	17626	8448
676	17655	8423
677	17679	8396
678	17704	8369
679	17735	8346
680	17769	8323
681	17796	8298
682	17820	8271
683	17845	8244
684	17871	8218
685	17896	8191
686	17920	8164
687	17960	8144
688	17993	8122
689	18016	8094
690	18040	8067
691	18063	8039
692	18086	8012
693	18110	7985
694	18134	7958
695	18168	7935
696	18193	7908
697	18220	7883
698	18243	7855
699	18267	7828
700	18291	7801
701	18315	7774
702	18338	7747
703	18385	7730
704	18411	7704
705	18438	7678
706	18461	7650
707	18484	7623
708	18508	7596
709	18532	7569
710	18558	7543
711	18586	7518
712	18613	7492
713	18637	7465
714	18659	7437
715	18682	7410
716	18706	7383
717	18730	7356
718	18753	7329
719	18777	7302
720	18807	7277
721	18840	7254
722	18868	7229
723	18892	7202
724	18917	7175
725	18943	7149
726	18968	7123
727	18998	7098
728	19034	7076
729	19064	7051
730	19087	7024
731	19111	6996
732	19138	6971
733	19161	6944
734	19189	6918
735	19213	6891
736	19247	6868
737	19273	6842
738	19298	6815
739	19323	6789
740	19349	6763
741	19374	6736
742	19399	6710
743	19424	6683
744	19452	6658
745	19478	6632
746	19504	6605
747	19527	6578
748	19550	6551
749	19574	6524
750	19600	6498
751	19624	6472
752	19651	6446
753	19683	6421
754	19710	6396
755	19734	6369
756	19759	6342
757	19784	6316
758	19808	6289
759	19831	6262
760	19854	6235
761	19885	6210
762	19916	6186
763	19955	6164
764	19979	6137
765	20003	6110
766	20027	6083
767	20050	6056
768	20077	6031
769	20110	6007
770	20139	5981
771	20163	5955
772	20186	5928
773	20209	5901
774	20232	5874
775	20255	5847
776	20279	5820
777	20310	5795
778	20342	5771
779	20368	5744
780	20392	5718
781	20415	5691
782	20439	5664
783	20462	5637
784	20486	5610
785	20510	5584
786	20544	5560
787	20572	5534
788	20596	5507
789	20623	5482
790	20646	5455
791	20669	5428
792	20693	5401
793	20721	5376
794	20748	5350
795	20779	5325
796	20803	5298
797	20826	5271
798	20849	5245
799	20873	5218
800	20897	5191
801	20931	5167
802	20996	5151
803	21022	5124
804	21046	5098
805	21069	5071
806	21093	5044
807	21121	5019
808	21150	4993
809	21183	4968
810	21206	4942
811	21230	4915
812	21255	4889
813	21279	4862
814	21303	4835
815	21330	4809
816	21358	4784
817	21384	4757
818	21413	4732
819	21437	4705
820	21461	4679
821	21484	4652
822	21507	4625
823	21531	4599
824	21557	4572
825	21584	4546
826	21617	4522
827	21641	4495
828	21666	4469
829	21689	4442
830	21712	4415
831	21736	4389
832	21762	4362
833	21811	4341
834	21836	4314
835	21860	4288
836	21886	4262
837	21909	4235
838	21936	4209
839	21963	4183
840	21992	4157
841	22022	4132
842	22048	4106
843	22071	4079
844	22095	4053
845	22118	4026
846	22142	3999
847	22166	3973
848	22193	3947
849	22218	3920
850	22252	3896
851	22275	3869
852	22300	3843
853	22324	3816
854	22348	3790
855	22372	3763
856	22398	3737
857	22428	3711
858	22464	3687
859	22487	3660
860	22511	3634
861	22535	3607
862	22558	3581
863	22586	3555
864	22618	3530
865	22649	3504
866	22673	3478
867	22697	3451
868	22720	3425
869	22744	3398
870	22768	3372
871	22792	3345
872	22817	3319
873	22850	3294
874	22876	3268
875	22900	3241
876	22925	3215
877	22956	3189
878	22979	3163
879	23003	3136
880	23032	3111
881	23060	3085
882	23086	3059
883	23116	3033
884	23140	3006
885	23163	2980
886	23187	2953
887	23212	2927
888	23244	2902
889	23274	2876
890	23311	2851
891	23335	2825
892	23362	2799
893	23385	2772
894	23409	2746
895	23434	2720
896	23460	2693
897	23488	2667
898	23513	2641
899	23537	2615
900	23561	2588
901	23585	2562
902	23608	2535
903	23632	2509
904	23660	2483
905	23695	2458
906	23723	2432
907	23748	2406
908	23771	2379
909	23795	2353
910	23819	2327
911	23845	2300
912	23869	2274
913	23896	2248
914	23945	2224
915	23970	2198
916	23995	2171
917	24018	2145
918	24042	2119
919	24065	2092
920	24097	2066
921	24122	2040
922	24158	2015
923	24182	1989
924	24205	1962
925	24230	1936
926	24253	1909
927	24278	1883
928	24303	1857
929	24332	1831
930	24359	1805
931	24385	1779
932	24408	1752
933	24432	1726
934	24459	1700
935	24482	1674
936	24506	1647
937	24533	1621
938	24561	1595
939	24590	1569
940	24615	1543
941	24639	1517
942	24662	1490
943	24686	1464
944	24712	1438
945	24741	1412
946	24770	1386
947	24799	1360
948	24822	1333
949	24845	1307
950	24869	1281
951	24894	1255
952	24917	1228
953	24976	1204
954	25004	1178
955	25027	1151
956	25051	1125
957	25074	1099
958	25099	1073
959	25123	1046
960	25149	1020
961	25182	994
962	25208	968
963	25232	942
964	25255	916
965	25280	889
966	25304	863
967	25329	837
968	25354	811
969	25387	785
970	25413	759
971	25436	732
972	25460	706
973	25483	680
974	25507	654
975	25530	627
976	25557	601
977	25582	575
978	25611	549
979	25635	523
980	25658	496
981	25682	470
982	25706	444
983	25731	418
984	25764	392
985	25795	366
986	25821	340
987	25846	313
988	25871	287
989	25894	261
990	25922	235
991	25951	209
992	25985	183
993	26022	157
994	26045	130
995	26069	104
996	26093	78
997	26116	52
998	26140	26
999	26164	0
