iter	Logloss
113	0.2530099182
114	0.2527149307
115	0.2521744011
116	0.2519202139
117	0.2513354511
118	0.2510869328
119	0.2509328805
120	0.2507164545
121	0.2499605382
122	0.2496588582
123	0.2494621946
124	0.2492829786
125	0.249109589
126	0.2487335677
127	0.2485834364
128	0.2485526669
129	0.2482448613
130	0.2477741222
131	0.2475382172
132	0.2474133124
133	0.2472600317
134	0.2471365284
135	0.246965737
136	0.2462601322
137	0.2461502185
138	0.2460262428
139	0.2459620426
140	0.2456365532
141	0.2452757592
142	0.2452082678
143	0.2449789923
144	0.2448515365
145	0.2447093574
146	0.2446569043
147	0.2444491549
148	0.2443533347
149	0.2441033205
150	0.2439010352
151	0.2436137322
152	0.2432568592
153	0.2432169565
154	0.242508218
155	0.2419957337
156	0.2418803716
157	0.2417009824
158	0.2415784712
159	0.2410627273
160	0.2404364713
161	0.2402929221
162	0.2401729304
163	0.2401204459
164	0.2398106877
165	0.2396039618
166	0.2394358475
167	0.2393238079
168	0.2392434985
169	0.2389606519
170	0.2389115057
171	0.2386641055
172	0.2385963936
173	0.2379169917
174	0.2377800877
175	0.2377012271
176	0.2373586995
177	0.2365662503
178	0.2364856417
179	0.2364450776
180	0.2362823644
181	0.2361754741
182	0.2360443651
183	0.2359377897
184	0.2358296397
185	0.2357440078
186	0.235622095
187	0.2355828536
188	0.2354916473
189	0.2352985268
190	0.2352593484
191	0.2351203659
192	0.2350461978
193	0.2350107986
194	0.2344103991
195	0.2343060599
196	0.2336502941
197	0.2333387723
198	0.2328362086
199	0.2326921241
200	0.2325962094
201	0.2323204962
202	0.2321222736
203	0.2320232096
204	0.231813728
205	0.2317251042
206	0.2316450152
207	0.2316019474
208	0.2313899462
209	0.231189157
210	0.2311572064
211	0.2310520168
212	0.2309620703
213	0.2305186206
214	0.2303193272
215	0.2301317811
216	0.2300055379
217	0.2299266299
218	0.2299007262
219	0.2295944797
220	0.2294214365
221	0.2293701802
222	0.2293137431
223	0.2292235761
224	0.2290891602
225	0.229036345
226	0.2289369187
227	0.2288687817
228	0.2286809679
229	0.2279599468
230	0.2278344437
231	0.2277998004
232	0.2275290947
233	0.2274061268
234	0.2272841982
235	0.2272445317
236	0.2269625039
237	0.2269240026
238	0.2267281106
239	0.2265556816
240	0.226406747
241	0.2262478446
242	0.2260552594
243	0.2260129316
244	0.2259676434
245	0.2257255499
246	0.2251016717
247	0.2250401642
248	0.2249720744
249	0.2248448391
250	0.2246185397
251	0.2244679832
252	0.2243751549
253	0.2243057267
254	0.2241901598
255	0.2240424378
256	0.2237982342
257	0.2237639531
258	0.223730979
259	0.2234945071
260	0.2234451089
261	0.2231424054
262	0.2231094471
263	0.2225168266
264	0.2224334622
265	0.2222993927
266	0.2219366146
267	0.2213514582
268	0.2213267355
269	0.2212014528
270	0.2210783747
271	0.2210213393
272	0.2209540683
273	0.220793355
274	0.2205892746
275	0.220549797
276	0.2205163347
277	0.2204925411
278	0.2204622912
279	0.220328395
280	0.220288445
281	0.2201933177
282	0.2201388805
283	0.2198616713
284	0.2197325306
285	0.2196992101
286	0.2196107122
287	0.2194756507
288	0.2193956562
289	0.2192426589
290	0.2192077637
291	0.2186098364
292	0.2184353131
293	0.2184110943
294	0.2182823158
295	0.2182496408
296	0.2177408256
297	0.2175215021
298	0.2169198901
299	0.2166537983
300	0.2165958967
301	0.2165097137
302	0.2162535424
303	0.2161674381
304	0.2161369521
305	0.2160231961
306	0.2159899543
307	0.2159596415
308	0.2158661676
309	0.215721091
310	0.2151346905
311	0.2149773786
312	0.214844002
313	0.2147838486
314	0.2145693437
315	0.2145435188
316	0.2144697758
317	0.2144434942
318	0.2144022372
319	0.2138346228
320	0.2138046406
321	0.2135873013
322	0.2134793718
323	0.2133498059
324	0.2127932774
325	0.2127470129
326	0.2126591764
327	0.212563372
328	0.2124598516
329	0.2124393491
330	0.2118222263
331	0.2117533964
332	0.2116043516
333	0.2109771036
334	0.2108707015
335	0.2108279643
336	0.2107519695
337	0.2107292624
338	0.2107048861
339	0.2102244784
340	0.2102014563
341	0.210118281
342	0.2099829675
343	0.2098170577
344	0.2097983346
345	0.2097736119
346	0.2096753824
347	0.209602726
348	0.2095632957
349	0.2095120866
350	0.2094757741
351	0.2094574132
352	0.2094310213
353	0.2093989606
354	0.2091690552
355	0.2089644709
356	0.2089476531
357	0.2088465262
358	0.208440885
359	0.2084154379
360	0.2083995492
361	0.208367394
362	0.2083523241
363	0.2080004114
364	0.2079511235
365	0.2077755608
366	0.2076904801
367	0.2073887371
368	0.2070229986
369	0.2069305011
370	0.2069163288
371	0.2068787566
372	0.2068473729
373	0.20667444
374	0.2066557641
375	0.2066427099
376	0.2062789397
377	0.2060326103
378	0.2059527733
379	0.2055206141
380	0.2053008498
381	0.2052680331
382	0.2050448045
383	0.2046842467
384	0.2046678541
385	0.2046561541
386	0.2045406188
387	0.2040133796
388	0.2036976219
389	0.203627674
390	0.203403343
391	0.2033865567
392	0.2033045152
393	0.2031863816
394	0.2031716897
395	0.2031412981
396	0.2031122765
397	0.2030936006
398	0.20270136
399	0.2023471954
400	0.2023349758
401	0.2023214334
402	0.2020743796
403	0.2020500506
404	0.2020364767
405	0.2015369522
406	0.2015114421
407	0.201486436
408	0.2014061265
409	0.2012639316
410	0.2012339652
411	0.2011022893
412	0.2010914081
413	0.2010650005
414	0.2010546233
415	0.2009936353
416	0.2009565828
417	0.2009462685
418	0.2009360015
419	0.2009289311
420	0.2008892173
421	0.2008255682
422	0.2008157736
423	0.2006379591
424	0.2002725985
425	0.2002223028
426	0.2002126656
427	0.2001916592
428	0.2001806363
429	0.199984146
430	0.1999614389
431	0.1999532505
432	0.1999436448
433	0.1999189064
434	0.1995844728
435	0.199553971
436	0.1995377516
437	0.1993928167
438	0.1993492449
439	0.1993176408
440	0.1991174971
441	0.1987196663
442	0.1986608043
443	0.1985568429
444	0.1982130557
445	0.1982030248
446	0.1981884117
447	0.1981671533
448	0.1980961818
449	0.1980817576
450	0.1980594285
451	0.1975682025
452	0.1974049855
453	0.1973044885
454	0.1970798583
455	0.1969524655
456	0.1966868618
457	0.1965994348
458	0.1965403365
459	0.1964786872
460	0.1959495741
461	0.1956608539
462	0.1953416318
463	0.1952630861
464	0.1949576899
465	0.1943239698
466	0.1942689972
467	0.1942361176
468	0.1937880383
469	0.1935906661
470	0.1935702896
471	0.1933490765
472	0.1930355863
473	0.1928566695
474	0.1927805331
475	0.192452162
476	0.1923112899
477	0.1922760325
478	0.1919944614
479	0.1919641957
480	0.1916571461
481	0.1913488681
482	0.1913271688
483	0.1910928858
484	0.1909011825
485	0.1906808198
486	0.1904859041
487	0.1902692419
488	0.1899965835
489	0.1897302555
490	0.1896831249
491	0.1894957362
492	0.1894750447
493	0.1892415176
494	0.1887864939
495	0.1886701554
496	0.1885497228
497	0.1882977559
498	0.1880496156
499	0.1876128426
500	0.1873998494
501	0.1871688103
502	0.1871381825
503	0.1869020255
504	0.1867447765
505	0.1866556016
506	0.1866270681
507	0.1864821963
508	0.1864183581
509	0.1863827858
510	0.1863462844
511	0.1863127749
512	0.1860720828
513	0.1860483837
514	0.185925652
515	0.1859005829
516	0.1856686934
517	0.1854752579
518	0.1854295603
519	0.1854094672
520	0.1852680754
521	0.1852258106
522	0.1851271559
523	0.1851081021
524	0.1847936829
525	0.1844377862
526	0.1843610829
527	0.1842220058
528	0.1841920237
529	0.1841402477
530	0.1841292091
531	0.1841106277
532	0.1840442701
533	0.1835032681
534	0.1834850803
535	0.1832658041
536	0.1832034462
537	0.1831134367
538	0.1830636134
539	0.1830514567
540	0.1826432644
541	0.1826355484
542	0.1826109832
543	0.1825665768
544	0.1825522471
545	0.1824849919
546	0.1824063359
547	0.18201915
548	0.1817248397
549	0.1816135088
550	0.1815845344
551	0.1814179002
552	0.1813988779
553	0.1812941292
554	0.1811503911
555	0.1810879073
556	0.181053264
557	0.181038824
558	0.1806678733
559	0.1805855797
560	0.1805743994
561	0.1801745845
562	0.1801359415
563	0.1799906759
564	0.1799758895
565	0.1799144765
566	0.1798985405
567	0.1798113655
568	0.1798016024
569	0.1796602893
570	0.179601128
571	0.1795723111
572	0.1792568998
573	0.1792079111
574	0.1791045796
575	0.1789116166
576	0.178770146
577	0.1787514386
578	0.1787402898
579	0.1785065107
580	0.1779771929
581	0.1778112516
582	0.1777624675
583	0.1777299973
584	0.1775907786
585	0.1773541493
586	0.177335001
587	0.1771702722
588	0.1771121975
589	0.1768998184
590	0.1767016904
591	0.1766164994
592	0.1762484933
593	0.1761849387
594	0.17617179
595	0.176016966
596	0.1758432772
597	0.1757292536
598	0.1757028617
599	0.1754324709
600	0.1754121731
601	0.1752604356
602	0.1747886256
603	0.174752943
604	0.1747294643
605	0.1745199827
606	0.1741912023
607	0.1738437775
608	0.1738238103
609	0.1734795821
610	0.1734613787
611	0.1731585649
612	0.1731193708
613	0.1730531234
614	0.1730400849
615	0.172908157
616	0.1728873396
617	0.172818179
618	0.1728088883
619	0.1727880393
620	0.1725327341
621	0.1725179792
622	0.1719985663
623	0.1719816068
624	0.1719586793
625	0.1719446802
626	0.1717997611
627	0.1717883603
628	0.1716176634
629	0.1715861695
630	0.1713717592
631	0.1713272583
632	0.1713133065
633	0.1712967407
634	0.1712781278
635	0.1712666955
636	0.1711065019
637	0.1710122879
638	0.1709530794
639	0.1707880514
640	0.1707634862
641	0.1704668138
642	0.170452799
643	0.1704319028
644	0.1704050857
645	0.1701855733
646	0.170091879
647	0.1700610307
648	0.1700536927
649	0.1700347491
650	0.1700243561
651	0.1700033812
652	0.1699400155
653	0.169928221
654	0.1699201428
655	0.1699009631
656	0.1697948601
657	0.1697837428
658	0.1697471154
659	0.1697286915
660	0.1695236033
661	0.1694403334
662	0.1692839978
663	0.1692589601
664	0.1691386377
665	0.1689820659
666	0.1687002743
667	0.1684956743
668	0.168324127
669	0.1682987587
670	0.1682695009
671	0.1679776628
672	0.1679542628
673	0.1675871858
674	0.1674450854
675	0.1673921599
676	0.1670495221
677	0.1668453787
678	0.1667796352
679	0.1666617221
680	0.1666371097
681	0.1665352427
682	0.1663612862
683	0.1663384689
684	0.1662868661
685	0.1662119579
686	0.1661087209
687	0.1659953114
688	0.1659404806
689	0.1657717048
690	0.1657395811
691	0.1657160866
692	0.1654040452
693	0.1653307746
694	0.1653199722
695	0.1651985476
696	0.1650974837
697	0.1649543282
698	0.1649090557
699	0.1648627125
700	0.1648351081
701	0.1647173682
702	0.1646714028
703	0.1646500815
704	0.1645592216
705	0.1643216632
706	0.1641404159
707	0.1640918523
708	0.1639651839
709	0.1638311301
710	0.1634963344
711	0.1633972073
712	0.1633715871
713	0.1632052993
714	0.1628482531
715	0.1627938317
716	0.1625918614
717	0.1624966711
718	0.1624897582
719	0.162468736
720	0.1624547527
721	0.1622336341
722	0.1621268226
723	0.1620410018
724	0.1619352925
725	0.1618931695
726	0.1617835707
727	0.1616204954
728	0.1615575391
729	0.161413549
730	0.161344105
731	0.1610678091
732	0.161054314
733	0.1610124744
734	0.1609336766
735	0.1609250473
736	0.1608462024
737	0.1607039917
738	0.1606818515
739	0.1603867538
740	0.1601802168
741	0.1601684381
742	0.1598403348
743	0.1595193491
744	0.1594207102
745	0.1594106007
746	0.1592421871
747	0.1592251332
748	0.1590940871
749	0.1589067615
750	0.1588682444
751	0.1587868642
752	0.1587264589
753	0.1587145858
754	0.1586194427
755	0.1585113557
756	0.1584883966
757	0.1584255663
758	0.1583363441
759	0.1582222103
760	0.15816212
761	0.1580358767
762	0.157986888
763	0.1579028308
764	0.1578784388
765	0.1578598101
766	0.1577791543
767	0.1573536088
768	0.1573391532
769	0.1571769596
770	0.1570861313
771	0.1569926416
772	0.1568627451
773	0.1567381238
774	0.1566499094
775	0.1563371751
776	0.1562791948
777	0.1560356211
778	0.1560249132
779	0.1560010723
780	0.1558313517
781	0.1557877642
782	0.1556247203
783	0.1556042021
784	0.1554985716
785	0.1554314738
786	0.1552800827
787	0.1552295665
788	0.1552023558
789	0.1551928131
790	0.1549322012
791	0.1549087383
792	0.1547984624
793	0.1547520404
794	0.1544533051
795	0.1541736394
796	0.153949277
797	0.1538574093
798	0.1537800918
799	0.1535834124
800	0.1532868345
801	0.1529998622
802	0.1528329446
803	0.152808584
804	0.1527983643
805	0.1527012686
806	0.1526735225
807	0.1524642771
808	0.1523677798
809	0.1523509306
810	0.1521025226
811	0.152060242
812	0.1520156939
813	0.1519151497
814	0.1515359318
815	0.1514698576
816	0.1514100979
817	0.1512316693
818	0.1509852454
819	0.1507954474
820	0.1507687091
821	0.1506935805
822	0.1506514574
823	0.1506166094
824	0.1505539838
825	0.15046125
826	0.1503768622
827	0.1503522969
828	0.1502458948
829	0.1500834494
830	0.1500644585
831	0.1497688097
832	0.1497355521
833	0.1497218208
834	0.1496970351
835	0.1496111513
836	0.1495374713
837	0.1494639803
838	0.1493865998
839	0.1491828501
840	0.149174583
841	0.1491182719
842	0.1490133972
843	0.1489765337
844	0.1489375915
845	0.1488716433
846	0.1488204027
847	0.1484475466
848	0.1483145794
849	0.1480652895
850	0.1479960502
851	0.1479756264
852	0.147935015
853	0.1478410372
854	0.1476098878
855	0.1475621274
856	0.1475212798
857	0.1474070515
858	0.1473780456
859	0.1472887447
860	0.1471023008
861	0.1470614848
862	0.1469311631
863	0.1469188017
864	0.1468180055
865	0.1467419478
866	0.1466773066
867	0.1466496864
868	0.1465118062
869	0.1464157498
870	0.1461609328
871	0.1461493115
872	0.1460914258
873	0.1460332723
874	0.1459996841
875	0.1459446327
876	0.1457904544
877	0.1457484888
878	0.1455405976
879	0.1454970101
880	0.1453854587
881	0.1452860955
882	0.1452503815
883	0.1451096983
884	0.1450504582
885	0.1449127985
886	0.1448822966
887	0.1448397011
888	0.1447978143
889	0.1445290297
890	0.1445091098
891	0.1444556017
892	0.1442007846
893	0.1441588348
894	0.1440973272
895	0.1440577709
896	0.1439983577
897	0.1439382201
898	0.1438626662
899	0.1438348571
900	0.143682033
901	0.1434546944
902	0.143430885
903	0.1433454736
904	0.1432943275
905	0.1429123381
906	0.142890938
907	0.1427542073
908	0.1425608663
909	0.1425335454
910	0.1425191527
911	0.1424992171
912	0.1424485276
913	0.1423324884
914	0.1422809959
915	0.1421057167
916	0.1418482856
917	0.1416623929
918	0.1414627374
919	0.1414083475
920	0.1410857556
921	0.1410669222
922	0.141060277
923	0.1408962254
924	0.1408659912
925	0.1405472573
926	0.1405049453
927	0.140443422
928	0.1403862133
929	0.1403612229
930	0.1403410826
931	0.1403011798
932	0.1402347435
933	0.1401849359
934	0.1401535207
935	0.1401298216
936	0.1400582675
937	0.1400376075
938	0.1399779581
939	0.1399137735
940	0.1398910979
941	0.139827685
942	0.139751454
943	0.1397058036
944	0.1394746227
945	0.1392953595
946	0.1392848091
947	0.1391579832
948	0.1391172931
949	0.1390343697
950	0.1389802632
951	0.1388783489
952	0.1385737085
953	0.1385298376
954	0.138501871
955	0.1384407099
956	0.1384201758
957	0.1383999568
958	0.138360054
959	0.1381619889
960	0.1381101815
961	0.1379611682
962	0.1379469487
963	0.1377616071
964	0.1377119413
965	0.1376637871
966	0.1374039783
967	0.1373686264
968	0.1373456359
969	0.1372960015
970	0.1371967013
971	0.1371704511
972	0.1370956374
973	0.1369689375
974	0.1369149569
975	0.1367910757
976	0.1367393313
977	0.1367073965
978	0.1366887678
979	0.1366159539
980	0.1365610286
981	0.1365414709
982	0.1364283449
983	0.1364013546
984	0.1363556885
985	0.1362863074
986	0.1362203907
987	0.1360251758
988	0.1359753525
989	0.1359387251
990	0.1357927037
991	0.1357606902
992	0.135583474
993	0.1355562948
994	0.1355214626
995	0.1353764175
996	0.1352815736
997	0.1352678265
998	0.1352481586
999	0.1350594157
